id;nome;categoria_regulatoria;data_vencimento_registro;classe_terapeutica;mari;situacao_registro;principio_ativo;estoque;preco
16135;HEMIFUMARATO DE ALISQUIRENO;GENÉRICO;2028-09-01;ANTI-HIPERTENSIVOS SIMPLES;S;VÁLIDO;HEMIFUMARATO DE ALISQUIRENO;0;422
16136;HIDROBROMETO DE GALANTAMINA;GENÉRICO;2030-03-01;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;S;VÁLIDO;HIDROBROMETO DE GALANTAMINA;2;52
16137;HIDROXIURÉIA;GENÉRICO;2028-11-01;ANTINEOPLASICO;S;VÁLIDO;HIDROXIURÉIA;26;490
16138;IBANDRONATO DE SÓDIO MONOIDRATADO;GENÉRICO;2029-07-01;SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;IBANDRONATO DE SÓDIO MONOIDRATADO;23;286
16139;IBRUPOFENO;GENÉRICO;2019-11-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;19;41
16140;IBUPROFENO 200 MG COMPRIMIDO REVESTIDO;GENÉRICO;2015-11-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;21;454
16141;IBUPROFENO ARGININA;NÃO ESPECIFICADO;2021-10-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;8;391
16142;KASKADIL;BIOLÓGICO;2026-07-01;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;S;VÁLIDO;FATOR II +  FATOR IX +  FATOR IX DE COAGULAÇÃO +  FATOR VII +  FATOR X +  HEPARINA SUÍNA;16;32
16143;LEVERCTIN;SIMILAR;2028-01-01;ANTIPARASITARIOS;S;VÁLIDO;IVERMECTINA;27;52
16144;LEVOFLOXACINO HEMI-HIDRATADO;GENÉRICO;2025-09-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;LEVOFLOXACINO HEMI-HIDRATADO;6;126
16145;LEVOFLOXACINO HEMIHIDRATADO;GENÉRICO;2028-03-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;LEVOFLOXACINO HEMIIDRATADO;26;227
16146;LORITIL D;SIMILAR;2020-01-01;ANTI-HISTAMINICOS SISTEMICOS;S;CANCELADO;CADUCOU;14;427
16147;MALEATO DE DEXCLORFERINAMINA;GENÉRICO;2015-05-01;ANTIALERGICOS TOPICOS;S;CANCELADO;CADUCOU;9;80
16148;MARCA COMERCIAL;SIMILAR;2027-12-01;ANTIPARASITARIOS;S;VÁLIDO;NITAZOXANIDA;3;283
16149;MESILATO DE RASAGILINA;GENÉRICO;2030-05-01;ANTIPARKINSONIANOS;S;VÁLIDO;MESILATO DE RASAGILINA;0;130
16150;METILSULFATO DE NEOSTIGMINA;GENÉRICO;2025-11-01;ANTIMIASTENICOS E DESCURARIZANTES;S;VÁLIDO;METILSULFATO DE NEOSTIGMINA;2;491
16151;MEVACOR;NOVO;2008-05-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;11;164
16152;NITRAZEPAM;GENÉRICO;2025-12-01;ANSIOLITICOS SIMPLES;S;VÁLIDO;NITRAZEPAM;9;99
16153;PANTOPRAZOL MAGNÉSICO;GENÉRICO;2032-04-01;ANTIACIDOS E ANTIULCEROSOS;S;VÁLIDO;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;0;282
16154;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;GENÉRICO;2019-12-01;ANTIACIDOS E ANTIULCEROSOS SIMPLES;S;CANCELADO;CADUCOU;22;243
16155;PANTOPRAZOL SÓDICO;GENÉRICO;2028-01-01;ANTIULCEROSOS;S;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;15;309
16156;PANTOPRAZOL SÓDICO SESQUIHIDRATADO;GENÉRICO;2028-08-01;ANTIULCEROSOS;S;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;22;166
16157;PAPILUP;GENÉRICO;2029-09-01;ANTIMALARICOS;S;VÁLIDO;SULFATO DE HIDROXICLOROQUINA;10;313
16158;PARECOXIBE SÓDICO;GENÉRICO;2020-08-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;15;67
16159;PARICALCITOL;GENÉRICO;2029-04-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;PARICALCITOL;11;110
16160;PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO;GENÉRICO;2028-09-01;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO;25;6
16161;PEMETREXEDE DISSÓDICO HEPTAIDRATADO;GENÉRICO;2029-03-01;ANTINEOPLASICO;S;VÁLIDO;PEMETREXEDE DISSÓDICO HEPTAIDRATADO;20;145
16162;PIOGLIT;SIMILAR;2026-03-01;ANTIDIABETICOS;S;VÁLIDO;CLORIDRATO DE PIOGLITAZONA;13;199
16163;PITAVASTATINA CÁLCICA;GENÉRICO;2029-06-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;26;259
16164;RAMELTEONA;GENÉRICO;2031-08-01;HIPNÓTICOS E SEDATIVOS;S;VÁLIDO;RAMELTEONA;13;411
16165;RENFLEXIS;BIOLÓGICO;2028-07-01;ANTINFLAMATORIOS;S;VÁLIDO;INFLIXIMABE;7;115
16166;RIVAROXABANA;GENÉRICO;2028-07-01;ANTITROMBOTICO;S;VÁLIDO;RIVAROXABANA;25;232
16167;RIVASTIGMINA;GENÉRICO;2031-07-01;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;N;VÁLIDO;RIVASTIGMINA;27;328
16168;ROUSUVASTATINA CÁLCICA;GENÉRICO;2029-07-01;ANTILIPEMICOS;S;VÁLIDO;ROSUVASTATINA CÁLCICA;21;189
16169;SECNITEC;SIMILAR;2012-11-01;ANTIPARASITARIOS;S;CANCELADO;CADUCOU;23;61
16170;SIDELG;SIMILAR;2028-09-01;ORLISTATE;S;VÁLIDO;ORLISTATE;28;463
16171;SORO ANTIARACNÍDICO (LOXOSCELES, PHONEUTRIA E TITYUS);BIOLÓGICO;2028-02-01;SOROS IMUNOPROTETORES;S;VÁLIDO;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LOXOSCELES GAUCHO +  IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE PHONEUTRIA NIGRIVENTER +  IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS;19;98
16172;SORO ANTIBOTRÓPICO-LAQUÉTICO;BIOLÓGICO;2028-02-01;SOROS IMUNOPROTETORES;S;VÁLIDO;IMUNOGLOBULINA HETEÓLOGA CONTRA O VENENO DE LACHESIS MUTA +  IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP;4;324
16173;SUCCINATO DE SOLIFENACINA;GENÉRICO;2027-10-01;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;S;VÁLIDO;SUCCINATO DE SOLIFENACINA;29;109
16174;SUCCINATO DE SUMATRIPTANA;GENÉRICO;2025-08-01;ANALGESICOS CONTRA ENXAQUECA;S;CANCELADO;CADUCOU;4;134
16175;SUCCINATO SÓDICO DE CLORANFENICOL;GENÉRICO;2027-10-01;CLORANFENICOL E ANALOGOS;S;CANCELADO;CADUCOU;21;480
16176;SUCCINATO SÓDICO DE METILPREDNISOLONA;GENÉRICO;2029-07-01;GLICOCORTICOIDES SISTEMICOS;S;VÁLIDO;SUCCINATO SÓDICO DE METILPREDNISOLONA;8;181
16177;SUGAMADEX SÓDICO;GENÉRICO;2031-11-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;SUGAMADEX SÓDICO;16;140
16178;SULFATO DE HIDROXICLOROQUINA;GENÉRICO;2017-09-01;ANTIMALARICOS;S;CANCELADO;CADUCOU;0;456
16179;TENOBIO;SIMILAR;2013-03-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;30;44
16180;TERCONAN;SIMILAR;2019-08-01;ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;8;354
16181;TESTE VENCIMENTO;SIMILAR;2030-01-01;ABACAVIR;S;VÁLIDO;ÁGUA;5;142
16182;TEUVART;GENÉRICO;2029-04-01;ANTI-HIPERTENSIVOS SIMPLES;S;VÁLIDO;VALSARTANA;0;371
16183;TICAGRELOR;GENÉRICO;2028-01-01;ANTIAGREGANTE PLAQUETARIO;S;VÁLIDO;TICAGRELOR;17;266
16184;TOPIRAMATO (PORT.344/98 - LISTA C1);GENÉRICO;2021-04-01;ANTICONVULSIVANTES;S;CANCELADO;CADUCOU;29;360
16185;TRETINOÍNA;GENÉRICO;2028-09-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;VÁLIDO;TRETINOÍNA;8;208
16186;TUSSON;SIMILAR;2000-09-01;EXPECTORANTES BALSAMICOS E MUCOLITICO;S;CANCELADO;CADUCOU;2;192
16187;VACINA ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE ACELULAR E POLIO;BIOLÓGICO;2010-11-01;VACINAS;S;CANCELADO;CADUCOU;13;349
16188;VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS;BIOLÓGICO;2028-02-01;VACINAS;S;VÁLIDO;ANATOXINA DIFTÉRICA +  ANATOXINA TETÂNICA +  ANTÍGENO PERTUSSIS;9;333
16189;VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B;BIOLÓGICO;2028-01-01;VACINAS;S;VÁLIDO;PERTUSSIS CELULAR +  POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B +  TOXÓIDE TETÂNICO +  TOXÓIDE DIFTÉRICO;27;430
16190;VACINA CONJUGADA MENINGOCÓCICA DO GRUPO C ( CRM 197 );BIOLÓGICO;2010-11-01;VACINAS;S;CANCELADO;CADUCOU;6;192
16191;VACINA CONTRA VARICELA;BIOLÓGICO;2016-01-01;VACINAS;S;CANCELADO;CADUCOU;25;119
16192;VACINA FEBRE AMARELA (ATENUADA);NOVO;2028-02-01;VACINAS;S;VÁLIDO;VÍRUS 17D DA FEBRE AMARELA;29;30
16193;VACINA MENINGOCÓCICA ACWY (CONJUGADA);BIOLÓGICO;2021-04-01;VACINAS;S;CANCELADO;CADUCOU;6;489
16194;VACINA MENINGOCÓCICA BC;SIMILAR;2008-08-01;VACINAS;S;CANCELADO;CADUCOU;2;121
16195;VACINA POLIOMIELITE 1, 2 E 3 INATIVADA;BIOLÓGICO;2020-01-01;VACINAS;S;CANCELADO;CADUCOU;4;282
16196;VACINA RAIVA(INATIVADA);BIOLÓGICO;2028-04-01;VACINAS;S;VÁLIDO;VACINA CONTRA RAIVA;5;227
16197;VACINA VARICELA (ATENUADA);NOVO;2028-07-01;VACINAS;S;CANCELADO;CADUCOU;12;383
16198;VAGIDERM;SIMILAR;2007-12-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;29;413
16199;VALERATO DE ESTRADIOL;GENÉRICO;2029-01-01;ESTROGENOS SIMPLES;S;VÁLIDO;VALERATO DE ESTRADIOL MICRONIZADO;10;167
16200;VARFARINA SÓDICA;GENÉRICO;2025-11-01;ANTICOAGULANTES;S;VÁLIDO;VARFARINA SÓDICA;4;165
16201;VERAZO;SIMILAR;2028-12-01;ANTINEOPLASICOS CITOTOXICOS;S;VÁLIDO;BORTEZOMIBE;30;166
16202;VILDAGLIPTINA;GENÉRICO;2027-04-01;ANTIDIABETICOS;S;VÁLIDO;VILDAGLIPTINA;11;14
16203;VISCOTEARS;NOVO;2017-03-01;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;S;CANCELADO;CADUCOU;13;223
16204;ZINETRIN;SIMILAR;2006-02-01;ANTI-HISTAMINICOS SISTEMICOS;S;CANCELADO;CADUCOU;2;359
16205;ZOPICLONA (PORT.344/98 L.B1);GENÉRICO;2017-09-01;HIPNOTICOS;S;CANCELADO;CADUCOU;21;470
16206;ÁCIDO ACETILSALICÍLICO;SIMILAR;2004-10-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;18;370
16207;ÁCIDO ASCÓRBICO;SIMILAR;2010-08-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;21;184
16208;ÁCIDO ASCÓRBICO 500 MG PLUS;SIMILAR;2004-09-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;10;412
16209;ÁCIDO ASCÓRBICO HYPOFARMA;ESPECÍFICO;2029-01-01;MONOVITAMINAS EXCETO VITAMINA K;S;VÁLIDO;ÁCIDO ASCÓRBICO;19;314
16210;ÁCIDO FUSÍDICO;GENÉRICO;2018-09-01;ANTINFECCIOSOS TOPICOS;S;CANCELADO;CADUCOU;12;216
16211;ÁCIDO FÓLICO;SIMILAR;2005-11-01;ANTIANEMICOS;S;CANCELADO;CADUCOU;4;438
16212;ÁCIDO MEDRÔNICO;NOVO;2005-03-01;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;S;CANCELADO;CADUCOU;21;260
16213;ÁCIDO MEFENÂMICO;SIMILAR;2003-02-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;CANCELADO;CADUCOU;12;228
16214;ÁCIDO POLIACRÍLICO;SIMILAR;2006-01-01;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;S;CANCELADO;CADUCOU;1;223
16215;ÁCIDO TIÓTICO;NOVO;2005-03-01;MODULADORES DO METABOLISMO E DA DIGESTAO;S;CANCELADO;CADUCOU;24;184
16216;ÁCIDO TRANEXÂMICO;GENÉRICO;2028-04-01;ANTIFIBRINOLITICOS;S;VÁLIDO;ÁCIDO TRANEXÂMICO;6;128
16217;ÁCIDO URSODESOXICÓLICO;GENÉRICO;2026-04-01;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;S;CANCELADO;CADUCOU;24;337
16218;ÁGAPE;SIMILAR;2029-09-01;PROGESTAGENOS SIMPLES;S;CANCELADO;CADUCOU;6;122
16219;ÁGUA BORICADA;NÃO ESPECIFICADO;2010-04-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;15;281
16220;ÁGUA DE MELISSA;FITOTERÁPICO;2014-10-01;ANTIESPASMODICOS + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;19;74
16221;ÁGUA ESTÉRIL BAXTER;ESPECÍFICO;2027-02-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJEÇÃO USP;9;107
16222;ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER;ESPECÍFICO;2025-11-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJETÁVEIS;29;482
16223;ÁGUA INGLESA GRANADO;FITOTERÁPICO;2004-04-01;PRODUTOS NATURAIS ASSOCIADOS;S;CANCELADO;CADUCOU;2;475
16224;ÁGUA OXIGENADA 10 VOL;NÃO ESPECIFICADO;2010-07-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;19;140
16225;ÁGUA PARA INJETAVÉIS;ESPECÍFICO;2029-01-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;CADUCOU;1;113
16226;ÁGUA PARA INJETÁVEIS;SIMILAR;2001-12-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;7;170
16227;ÁGUA PARA INJETÁVEIS BASA;ESPECÍFICO;2025-07-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJETÁVEIS;19;20
16228;ÁGUA PARA INJEÇÃO;ESPECÍFICO;2026-12-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJETÁVEIS;26;248
16229;ÁGUA PARA INJEÇÃO ASTER;SIMILAR;2009-03-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;3;299
16230;ÁGUA PARA INJEÇÃO B. BRAUN;ESPECÍFICO;2029-04-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJEÇÃO;9;440
16231;ÁGUA PARA INJEÇÃO DILUENTE;SIMILAR;2016-04-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;CANCELADO;CADUCOU;29;417
16232;ÁGUA PARA INJEÇÃO HYPOFARMA;ESPECÍFICO;2029-03-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁGUA PARA INJEÇÃO;6;308
16233;ÁGUA PARA INJEÇÃO TEXON;SIMILAR;2015-12-01;PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS;S;CANCELADO;CADUCOU;23;323
16234;ÁGUA PARA IRRIGAÇÃO;ESPECÍFICO;2018-11-01;PRODUTOS PARA PROCEDIMENTOS ESPECIALIZADOS;S;CANCELADO;CADUCOU;7;445
16235;ÁGUA RABELO;FITOTERÁPICO;2013-11-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;16;377
16236;ÁPICE;SIMILAR;2030-09-01;ANTICONVULSIVANTES;S;VÁLIDO;PREGABALINA;27;201
16237;ÁRIA;SIMILAR;2025-10-01;ANTIASMATICOS;S;CANCELADO;CADUCOU;11;412
16238;ÁRTICO;BIOLÓGICO;2025-09-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;VÁLIDO;SULFATO DE CONDROITINA +  SULFATO DE GLICOSAMINA;16;188
16239;ÁGUA BACTERIOSTÁTICA;ESPECÍFICO;2030-03-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;ÁLCOOL BENZÍLICO;13;144
16240;ÁRTICO CAPS;BIOLÓGICO;2027-02-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;VÁLIDO;SULFATO DE GLICOSAMINA +  SULFATO DE GLICOSAMINA CLORETO DE SÓDIO +  SULFATO DISSÓDICO DE CONDROITINA;7;59
16241;ÉGIDE;SIMILAR;2026-03-01;ANTICONVULSIVANTES;S;VÁLIDO;TOPIRAMATO;21;60
16242;ÉSIO;SIMILAR;2027-03-01;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;S;VÁLIDO;ESOMEPRAZOL SÓDICO;3;119
16243;ÍTEC;SIMILAR;2011-02-01;ANTINEOPLASICO;S;CANCELADO;CADUCOU;23;341
16244;ÓLEO DE ALHO;FITOTERÁPICO;2005-11-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;23;90
16245;ÓLEO DE ALHO SIMÕES;FITOTERÁPICO;2005-06-01;PRODUTOS NATURAIS SIMPLES;S;CANCELADO;CADUCOU;4;275
16246;ÓLEO DE AMENDOAS AMARGAS;NÃO ESPECIFICADO;2009-07-01;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;S;CANCELADO;CADUCOU;10;212
16247;ÓPERA;SIMILAR;2027-01-01;ANTICONVULSIVANTES;S;VÁLIDO;TOPIRAMATO;13;442
16248;ÓXIDO DE ZINCO;SIMILAR;2005-09-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;CANCELADO;CADUCOU;22;350
16249;ÁCIDO  MEFENÂMICO;GENÉRICO;2026-07-01;ANTINFLAMATORIOS;S;VÁLIDO;ÁCIDO MEFENÂMICO;28;320
16250;ÁCIDO VALPRÓICO (PORT. 344/98, L - C1);GENÉRICO;2012-09-01;ANTICONVULSIVANTES;S;CANCELADO;CADUCOU;20;453
16251;ÁCIDO ZOLEDRÔNICO;GENÉRICO;2025-01-01;ANTINEOPLASICO + SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;ÁCIDO ZOLEDRÔNICO +  ÁCIDO ZOLEDRÔNICO MONOIDRATADO;6;222
16252;ÁCIDO ZOLEDRÔNICO MONOIDRATADO;GENÉRICO;2031-09-01;SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;ÁCIDO ZOLEDRÔNICO MONOIDRATADO;15;42
16253;ACTFIO;SIMILAR;3999-12-31;ANTIALOPECIA;S;VÁLIDO;MINOXIDIL;4;282
16254;BANXA;SIMILAR;3999-12-31;ANTITROMBOTICO;S;VÁLIDO;APIXABANA;22;18
16255;CLARISCAN;NOVO;3999-12-31;CONTRASTES RADIOLOGICOS;S;VÁLIDO;TETRAXETANO +  ÁCIDO GADOTÉRICO;11;344
16256;COLEDUE R;NOVO;3999-12-31;ANTILIPEMICOS;S;VÁLIDO;EZETIMIBA +  ROSUVASTATINA CÁLCICA;24;226
16257;EMBO;SIMILAR;3999-12-31;AGENTES ANTITROMBÓTICOS;S;VÁLIDO;APIXABANA;6;435
16258;NOXX;BIOLÓGICO;3999-12-31;ANTITROMBOTICO;S;VÁLIDO;ENOXAPARINA SÓDICA;30;2
16259;ROZUNI;SIMILAR;3999-12-31;ANTILIPEMICOS;S;VÁLIDO;ROSUVASTATINA CÁLCICA;21;87
16260;SLIPDEX;SIMILAR;3999-12-31;HIPNOTICOS;S;VÁLIDO;CLORIDRATO DE DEXMEDETOMIDINA;0;2
16261;TERGLY;SIMILAR;3999-12-31;OUTROS PRODUTOS ANTI-HEMORRAGICOS;S;VÁLIDO;ACETATO DE TERLIPRESSINA;12;99
16262;CRONOBE COMPLEX;ESPECÍFICO;3999-12-31;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;S;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  NITRATO DE TIAMINA;3;431
16263;VACINA SARAMPO, RUBÉOLA (ATENUADA);BIOLÓGICO;3999-12-31;VACINAS;S;VÁLIDO;VACINA SARAMPO +  RUBÉOLA (ATENUADA);23;345
16264;ADVIPRO;SIMILAR;3999-12-31;ANTINFLAMATORIOS;S;VÁLIDO;DICLOFENACO DIETILAMÔNIO +  DICLOFENACO POTÁSSICO;4;285
16265;CORISTINA D SOLUÇÃO;SIMILAR;3999-12-31;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;S;VÁLIDO;CLORIDRATO DE FENILEFRINA +  MALEATO DE CARBINOXAMINA +  PARACETAMOL;8;301
16266;CRONOBE COMPLEX  IM;ESPECÍFICO;3999-12-31;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;S;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA;3;184
16267;DENPRYX;SIMILAR;3999-12-31;ANTIVIROTICOS;S;VÁLIDO;CLORIDRATO DE VALACICLOVIR;29;440
16268;FIGMED;FITOTERÁPICO;3999-12-31;COLAGOGOS, COLERETICOS E HEPATOPROTETORES + FITOTERAPICO SIMPLES;S;VÁLIDO;SILYBUM MARIANUM (L.) GAERTN;22;267
16269;LUFTALAX;FITOTERÁPICO;3999-12-31;FITOTERAPICO SIMPLES + LAXANTES;S;VÁLIDO;SENNA ALEXANDRINA MILL.;20;172
16270;MILDÊ;ESPECÍFICO;3999-12-31;VITAMINA D E ANÁLOGOS;S;VÁLIDO;COLECALCIFEROL;0;194
16271;RALXFEM;SIMILAR;3999-12-31;SUPRESSORES DA REABSORCAO OSSEA;S;VÁLIDO;CLORIDRATO DE RALOXIFENO;25;281
16272;ROSUNEO;SIMILAR;3999-12-31;ANTILIPEMICOS;N;VÁLIDO;ROSUVASTATINA CÁLCICA;26;460
16273;XAKILIS;SIMILAR;3999-12-31;AGENTES ANTITROMBÓTICOS;S;VÁLIDO;APIXABANA;27;25
16274;SCAFLOGIN GOTAS;SIMILAR;3999-12-31;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;28;447
16275;ELOVIE;BIOLÓGICO;2032-05-01;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;BEVACIZUMABE;24;305
16276;DEFRIK;SIMILAR;3999-12-31;HIPNOTICOS;S;VÁLIDO;CLORIDRATO DE DEXMEDETOMIDINA;21;201
16277;EFLUELDA;BIOLÓGICO;3999-12-31;VACINAS;S;VÁLIDO;CEPA INFLUENZA TIPO B +  CEPA INFLUENZA TIPO A (H1N1) +  CEPA INFLUENZA TIPO A (H3N2) +  CEPA INFLUENZA TIPO B;3;89
16278;JARDIANCE DUO;NOVO;3999-12-31;ANTIDIABETICOS;S;VÁLIDO;CLORIDRATO DE METFORMINA +  EMPAGLIFLOZINA;0;247
16279;LOLITA;SIMILAR;3999-12-31;ANTICONCEPCIONAIS;S;VÁLIDO;ACETATO DE CLORMADINONA +  ETINILESTRADIOL;25;123
16280;RESFEGRIPE;SIMILAR;3999-12-31;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;S;VÁLIDO;CLORIDRATO DE FENILEFRINA +  MALEATO DE CLORFENIRAMINA +  PARACETAMOL;16;435
16281;RUNNER;SIMILAR;3999-12-31;ANTILIPEMICOS;S;VÁLIDO;ROSUVASTATINA CÁLCICA;25;331
16282;SUAVICID ONE;SIMILAR;3999-12-31;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;VÁLIDO;TRETINOÍNA;28;374
16283;TALZENNA;NOVO;3999-12-31;ANTINEOPLASICO;S;VÁLIDO;TOSILATO DE TALAZOPARIBE;10;241
16284;VOEXTOR;SIMILAR;2032-05-01;ANTIDEPRESSIVOS;S;VÁLIDO;BROMIDRATO DE VORTIOXETINA;12;278
16285;BENALQ;SIMILAR;3999-12-31;ANTINEOPLASICOS CITOTOXICOS;S;VÁLIDO;CLORIDRATO DE BENDAMUSTINA;18;487
16286;BILARGOS;SIMILAR;2032-05-01;ANTI-HISTAMINICOS SISTEMICOS;S;VÁLIDO;BILASTINA;10;258
16287;BIOVARIXON;ESPECÍFICO;2032-05-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;DIOSMINA +  HESPERIDINA;13;34
16288;FEMS;SIMILAR;3999-12-31;ANTIMICOTICOS PARA USO TOPICO;S;VÁLIDO;CLOTRIMAZOL;30;105
16289;GEFIB;SIMILAR;3999-12-31;ANTINEOPLASICO;S;VÁLIDO;GEFITINIB;4;309
16290;HADLIMA;BIOLÓGICO;3999-12-31;ANTINFLAMATORIOS ANTIREUMATICOS;S;VÁLIDO;ADALIMUMABE;26;121
16291;INSTAURA;SIMILAR;3999-12-31;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;SUGAMADEX SÓDICO;21;431
16292;ONDAVON;SIMILAR;3999-12-31;ANTIEMETICOS E ANTINAUSEANTES;S;VÁLIDO;CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;14;351
16293;PADCEV;BIOLÓGICO;2032-05-01;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;ENFORTUMABE VEDOTINA;10;485
16294;PETAMIG;FITOTERÁPICO;2032-05-01;OUTRAS PREPARAÇÕES ANTIENXAQUECA;S;VÁLIDO;PETASITES HYBRIDUS (L.) GAERTN. +  B. MEY. ET SCHERB;21;173
16295;PULGE;SIMILAR;3999-12-31;ANTINEOPLASICO;S;VÁLIDO;GEFITINIBE;4;86
16296;SONIC;SIMILAR;2032-05-01;ANTIDEPRESSIVOS;S;VÁLIDO;CLORIDRATO DE TRAZODONA;16;303
16297;TAXONTAS;SIMILAR;3999-12-31;AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;DOCETAXEL;9;207
16298;TELD HCT;SIMILAR;3999-12-31;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;S;VÁLIDO;HIDROCLOROTIAZIDA +  TELMISARTANA;3;482
